iteration,trace,trace_path,warmup_instructions,simulation_instructions,state_dump,log_path,ipc,instructions,cycles,llm_triggers,llm_demand_triggers,llm_upper_prefetch_triggers,llm_useful_hits,state_rows_dumped,warmup_rows_skipped,decision_triggers,decision_candidates,prefetch_requests,no_prefetch_decisions,l2_total_access,l2_total_hit,l2_total_miss,l2_total_mshr_merge,l2_pf_requested,l2_pf_issued,l2_pf_useful,l2_pf_useless,source_results_csv,source_result_set,source_iteration,source_iteration_num,source_attempt,trace_short,workload_group,l2_pf_accuracy,attempt,source_shard
iter_002,yankee_abstention,traces/gtrace_v2/yankee/yankee_0010.champsim.gz,20000000,20000000,,external/champsim_llm/llm_results/iter_002/attempt_01/logs/yankee_abstention.log,0.5597,20000001,35734954,424469,306909,117560,24584,,,424469,342510,144291,321062,775284,511143,264141,12537,82574,81997,18507,14038,external/champsim_llm/llm_results/iter_002/attempt_01/metrics/results.csv,iter_002/attempt_01,iter_002,2,attempt_01,yankee_abstention,GTrace,0.225703,attempt_01,
iter_003,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_003/attempt_01/logs/fotonik3d_prefetch_friendly.log,2.532,20000005,7898543,1067427,154540,912887,202299,,,1067427,1038587,481565,689732,1096800,824077,272723,96471,235905,235744,81251,186,external/champsim_llm/llm_results/iter_003/attempt_01/metrics/results.csv,iter_003/attempt_01,iter_003,3,attempt_01,fotonik3d_prefetch_friendly,SPEC17,0.344658,attempt_01,
iter_003,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_003/attempt_01/logs/gcc_spec_control.log,2.327,20000005,8592988,872344,306849,565495,180437,,,872344,969120,496891,498885,704629,435869,268760,77179,212558,212469,49215,37287,external/champsim_llm/llm_results/iter_003/attempt_01/metrics/results.csv,iter_003/attempt_01,iter_003,3,attempt_01,gcc_spec_control,SPEC17,0.231634,attempt_01,
iter_003,yankee_abstention,traces/gtrace_v2/yankee/yankee_0010.champsim.gz,20000000,20000000,,external/champsim_llm/llm_results/iter_003/attempt_01/logs/yankee_abstention.log,0.5578,20000001,35852064,423364,306634,116730,21749,,,423364,241559,130622,318913,767273,505907,261366,13247,74505,74267,16435,11638,external/champsim_llm/llm_results/iter_003/attempt_01/metrics/results.csv,iter_003/attempt_01,iter_003,3,attempt_01,yankee_abstention,GTrace,0.221296,attempt_01,
iter_003,gap_pr_graph,traces/Graph/GAP/pr-3.trace.gz,20000000,20000000,,external/champsim_llm/llm_results/iter_003/attempt_01/logs/gap_pr_graph.log,0.1272,20000004,157203262,7870696,5023772,2846924,645002,,,7870696,4124922,1958323,6343185,7463582,5163190,2300392,267504,1366021,1363326,416791,361037,external/champsim_llm/llm_results/iter_003/attempt_01/metrics/results.csv,iter_003/attempt_01,iter_003,3,attempt_01,gap_pr_graph,Graph-GAP,0.305716,attempt_01,
iter_004,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_004/attempt_01/logs/fotonik3d_prefetch_friendly.log,2.532,20000005,7898543,1067427,154540,912887,202299,,,1067427,1038587,481565,689732,1096800,824077,272723,96471,235905,235744,81251,186,external/champsim_llm/llm_results/iter_004/attempt_01/metrics/results.csv,iter_004/attempt_01,iter_004,4,attempt_01,fotonik3d_prefetch_friendly,SPEC17,0.344658,attempt_01,
iter_004,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_004/attempt_01/logs/gcc_spec_control.log,2.327,20000005,8592988,872344,306849,565495,180437,,,872344,969120,496891,498885,704629,435869,268760,77179,212558,212469,49215,37287,external/champsim_llm/llm_results/iter_004/attempt_01/metrics/results.csv,iter_004/attempt_01,iter_004,4,attempt_01,gcc_spec_control,SPEC17,0.231634,attempt_01,
iter_004,yankee_abstention,traces/gtrace_v2/yankee/yankee_0010.champsim.gz,20000000,20000000,,external/champsim_llm/llm_results/iter_004/attempt_01/logs/yankee_abstention.log,0.5578,20000001,35852064,423364,306634,116730,21749,,,423364,241559,130622,318913,767273,505907,261366,13247,74505,74267,16435,11638,external/champsim_llm/llm_results/iter_004/attempt_01/metrics/results.csv,iter_004/attempt_01,iter_004,4,attempt_01,yankee_abstention,GTrace,0.221296,attempt_01,
iter_004,gap_pr_graph,traces/Graph/GAP/pr-3.trace.gz,20000000,20000000,,external/champsim_llm/llm_results/iter_004/attempt_01/logs/gap_pr_graph.log,0.1272,20000004,157203262,7870696,5023772,2846924,645002,,,7870696,4124922,1958323,6343185,7463582,5163190,2300392,267504,1366021,1363326,416791,361037,external/champsim_llm/llm_results/iter_004/attempt_01/metrics/results.csv,iter_004/attempt_01,iter_004,4,attempt_01,gap_pr_graph,Graph-GAP,0.305716,attempt_01,
iter_005,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_005/attempt_01/logs/fotonik3d_prefetch_friendly.log,2.463,20000000,8121397,1081614,153324,928290,199622,,,1081614,694911,326522,827745,1016129,741489,274640,98343,151550,151514,77507,205,external/champsim_llm/llm_results/iter_005/attempt_01/metrics/results.csv,iter_005/attempt_01,iter_005,5,attempt_01,fotonik3d_prefetch_friendly,SPEC17,0.51155,attempt_01,
iter_005,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_005/attempt_01/logs/gcc_spec_control.log,2.289,20000000,8737581,887947,305705,582242,176649,,,887947,550017,306295,642960,636053,368389,267664,75766,137931,137927,47253,35883,external/champsim_llm/llm_results/iter_005/attempt_01/metrics/results.csv,iter_005/attempt_01,iter_005,5,attempt_01,gcc_spec_control,SPEC17,0.342594,attempt_01,
iter_005,yankee_abstention,traces/gtrace_v2/yankee/yankee_0010.champsim.gz,20000000,20000000,,external/champsim_llm/llm_results/iter_005/attempt_01/logs/yankee_abstention.log,0.5576,20000001,35866798,425117,306884,118233,21518,,,425117,194398,107462,337924,751252,489305,261947,13076,59810,59580,16217,11137,external/champsim_llm/llm_results/iter_005/attempt_01/metrics/results.csv,iter_005/attempt_01,iter_005,5,attempt_01,yankee_abstention,GTrace,0.272189,attempt_01,
iter_005,gap_pr_graph,traces/Graph/GAP/pr-3.trace.gz,20000000,20000000,,external/champsim_llm/llm_results/iter_005/attempt_01/logs/gap_pr_graph.log,0.127,20000004,157463750,7864395,5022036,2842359,607967,,,7864395,3430035,1688820,6492410,7263750,5047566,2216184,263977,1162792,1161313,386862,304598,external/champsim_llm/llm_results/iter_005/attempt_01/metrics/results.csv,iter_005/attempt_01,iter_005,5,attempt_01,gap_pr_graph,Graph-GAP,0.333125,attempt_01,
iter_006,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_006/attempt_01/logs/fotonik3d_prefetch_friendly.log,2.532,20000005,7898543,1067427,154540,912887,202299,,,1067427,1038587,481565,689732,1096800,824077,272723,96471,235905,235744,81251,186,external/champsim_llm/llm_results/iter_006/attempt_01/metrics/results.csv,iter_006/attempt_01,iter_006,6,attempt_01,fotonik3d_prefetch_friendly,SPEC17,0.344658,attempt_01,
iter_006,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_006/attempt_01/logs/gcc_spec_control.log,2.327,20000005,8592988,872344,306849,565495,180437,,,872344,969120,496891,498885,704629,435869,268760,77179,212558,212469,49215,37287,external/champsim_llm/llm_results/iter_006/attempt_01/metrics/results.csv,iter_006/attempt_01,iter_006,6,attempt_01,gcc_spec_control,SPEC17,0.231634,attempt_01,
iter_006,yankee_abstention,traces/gtrace_v2/yankee/yankee_0010.champsim.gz,20000000,20000000,,external/champsim_llm/llm_results/iter_006/attempt_01/logs/yankee_abstention.log,0.5578,20000001,35852064,423364,306634,116730,21749,,,423364,241559,130622,318913,767273,505907,261366,13247,74505,74267,16435,11638,external/champsim_llm/llm_results/iter_006/attempt_01/metrics/results.csv,iter_006/attempt_01,iter_006,6,attempt_01,yankee_abstention,GTrace,0.221296,attempt_01,
iter_006,gap_pr_graph,traces/Graph/GAP/pr-3.trace.gz,20000000,20000000,,external/champsim_llm/llm_results/iter_006/attempt_01/logs/gap_pr_graph.log,0.1272,20000004,157203262,7870696,5023772,2846924,645002,,,7870696,4124922,1958323,6343185,7463582,5163190,2300392,267504,1366021,1363326,416791,361037,external/champsim_llm/llm_results/iter_006/attempt_01/metrics/results.csv,iter_006/attempt_01,iter_006,6,attempt_01,gap_pr_graph,Graph-GAP,0.305716,attempt_01,
iter_007,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_007/attempt_01/logs/fotonik3d_prefetch_friendly.log,2.532,20000005,7898543,1067427,154540,912887,202299,,,1067427,1038587,481565,689732,1096800,824077,272723,96471,235905,235744,81251,186,external/champsim_llm/llm_results/iter_007/attempt_01/metrics/results.csv,iter_007/attempt_01,iter_007,7,attempt_01,fotonik3d_prefetch_friendly,SPEC17,0.344658,attempt_01,
iter_007,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_007/attempt_01/logs/gcc_spec_control.log,2.327,20000005,8592988,872344,306849,565495,180437,,,872344,969120,496891,498885,704629,435869,268760,77179,212558,212469,49215,37287,external/champsim_llm/llm_results/iter_007/attempt_01/metrics/results.csv,iter_007/attempt_01,iter_007,7,attempt_01,gcc_spec_control,SPEC17,0.231634,attempt_01,
iter_007,yankee_abstention,traces/gtrace_v2/yankee/yankee_0010.champsim.gz,20000000,20000000,,external/champsim_llm/llm_results/iter_007/attempt_01/logs/yankee_abstention.log,0.5566,20000001,35930617,422420,306943,115477,4195,,,422420,29571,17925,407440,701034,460245,240789,7577,7311,7309,2346,847,external/champsim_llm/llm_results/iter_007/attempt_01/metrics/results.csv,iter_007/attempt_01,iter_007,7,attempt_01,yankee_abstention,GTrace,0.320974,attempt_01,
iter_007,gap_pr_graph,traces/Graph/GAP/pr-3.trace.gz,20000000,20000000,,external/champsim_llm/llm_results/iter_007/attempt_01/logs/gap_pr_graph.log,0.1313,20000004,152305523,7714574,5022964,2691610,181257,,,7714574,764259,205338,7522275,5956778,4168511,1788267,253701,22,22,0,0,external/champsim_llm/llm_results/iter_007/attempt_01/metrics/results.csv,iter_007/attempt_01,iter_007,7,attempt_01,gap_pr_graph,Graph-GAP,0,attempt_01,
iter_008,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_008/attempt_01/logs/fotonik3d_prefetch_friendly.log,2.532,20000005,7898543,1067427,154540,912887,202299,,,1067427,1038587,481565,689732,1096800,824077,272723,96471,235905,235744,81251,186,external/champsim_llm/llm_results/iter_008/attempt_01/metrics/results.csv,iter_008/attempt_01,iter_008,8,attempt_01,fotonik3d_prefetch_friendly,SPEC17,0.344658,attempt_01,
iter_008,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_008/attempt_01/logs/gcc_spec_control.log,2.327,20000005,8592988,872344,306849,565495,180437,,,872344,969120,496891,498885,704629,435869,268760,77179,212558,212469,49215,37287,external/champsim_llm/llm_results/iter_008/attempt_01/metrics/results.csv,iter_008/attempt_01,iter_008,8,attempt_01,gcc_spec_control,SPEC17,0.231634,attempt_01,
iter_008,yankee_abstention,traces/gtrace_v2/yankee/yankee_0010.champsim.gz,20000000,20000000,,external/champsim_llm/llm_results/iter_008/attempt_01/logs/yankee_abstention.log,0.5567,20000001,35923355,421877,306782,115095,931,,,421877,5995,3805,419028,692521,455728,236793,6258,0,0,0,0,external/champsim_llm/llm_results/iter_008/attempt_01/metrics/results.csv,iter_008/attempt_01,iter_008,8,attempt_01,yankee_abstention,GTrace,,attempt_01,
iter_008,gap_pr_graph,traces/Graph/GAP/pr-3.trace.gz,20000000,20000000,,external/champsim_llm/llm_results/iter_008/attempt_01/logs/gap_pr_graph.log,0.1313,20000004,152305523,7714574,5022964,2691610,181257,,,7714574,764259,205338,7522275,5956778,4168511,1788267,253701,22,22,0,0,external/champsim_llm/llm_results/iter_008/attempt_01/metrics/results.csv,iter_008/attempt_01,iter_008,8,attempt_01,gap_pr_graph,Graph-GAP,0,attempt_01,
iter_009,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_009/attempt_01/logs/fotonik3d_prefetch_friendly.log,2.67,20000001,7490678,1098720,155268,943452,231441,,,1098720,1746473,527579,798809,1117322,841077,276245,100081,271969,269803,107816,186,external/champsim_llm/llm_results/iter_009/attempt_01/metrics/results.csv,iter_009/attempt_01,iter_009,9,attempt_01,fotonik3d_prefetch_friendly,SPEC17,0.39961,attempt_01,
iter_009,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_009/attempt_01/logs/gcc_spec_control.log,2.327,20000005,8592988,872344,306849,565495,180437,,,872344,969120,496891,498885,704629,435869,268760,77179,212558,212469,49215,37287,external/champsim_llm/llm_results/iter_009/attempt_01/metrics/results.csv,iter_009/attempt_01,iter_009,9,attempt_01,gcc_spec_control,SPEC17,0.231634,attempt_01,
iter_009,yankee_abstention,traces/gtrace_v2/yankee/yankee_0010.champsim.gz,20000000,20000000,,external/champsim_llm/llm_results/iter_009/attempt_01/logs/yankee_abstention.log,0.5567,20000001,35923355,421877,306782,115095,931,,,421877,5995,3805,419028,692521,455728,236793,6258,0,0,0,0,external/champsim_llm/llm_results/iter_009/attempt_01/metrics/results.csv,iter_009/attempt_01,iter_009,9,attempt_01,yankee_abstention,GTrace,,attempt_01,
iter_009,gap_pr_graph,traces/Graph/GAP/pr-3.trace.gz,20000000,20000000,,external/champsim_llm/llm_results/iter_009/attempt_01/logs/gap_pr_graph.log,0.1313,20000004,152305523,7714574,5022964,2691610,181257,,,7714574,764259,205338,7522275,5956778,4168511,1788267,253701,22,22,0,0,external/champsim_llm/llm_results/iter_009/attempt_01/metrics/results.csv,iter_009/attempt_01,iter_009,9,attempt_01,gap_pr_graph,Graph-GAP,0,attempt_01,
iter_009,omnetpp_irregular_spec,traces/SPEC17/620.omnetpp_s-874B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_009/attempt_02/logs/omnetpp_irregular_spec.log,0.5308,20000003,37675821,911272,655188,256084,1899,,,911272,6354,4065,907936,800104,520937,279167,5542,694,694,446,99,external/champsim_llm/llm_results/iter_009/attempt_02/metrics/results.csv,iter_009/attempt_02,iter_009,9,attempt_02,omnetpp_irregular_spec,SPEC17,0.642651,attempt_02,
iter_010,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_010/attempt_01/logs/fotonik3d_prefetch_friendly.log,2.667,20000002,7500395,1108864,155608,953256,233058,,,1108864,1866498,534366,802823,1124141,847415,276726,100345,278186,276103,109165,280,external/champsim_llm/llm_results/iter_010/attempt_01/metrics/results.csv,iter_010/attempt_01,iter_010,10,attempt_01,fotonik3d_prefetch_friendly,SPEC17,0.395378,attempt_01,
iter_010,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_010/attempt_01/logs/gcc_spec_control.log,2.327,20000005,8592988,872344,306849,565495,180437,,,872344,969120,496891,498885,704629,435869,268760,77179,212558,212469,49215,37287,external/champsim_llm/llm_results/iter_010/attempt_01/metrics/results.csv,iter_010/attempt_01,iter_010,10,attempt_01,gcc_spec_control,SPEC17,0.231634,attempt_01,
iter_011,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_011/attempt_01/logs/fotonik3d_prefetch_friendly.log,2.609,20000002,7665178,1139376,157030,982346,230765,,,1139376,1853640,577918,809087,1140912,848593,292319,101606,298264,294882,107590,14023,external/champsim_llm/llm_results/iter_011/attempt_01/metrics/results.csv,iter_011/attempt_01,iter_011,11,attempt_01,fotonik3d_prefetch_friendly,SPEC17,0.364858,attempt_01,
iter_011,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_011/attempt_01/logs/gcc_spec_control.log,2.327,20000005,8592988,872344,306849,565495,180437,,,872344,969120,496891,498885,704629,435869,268760,77179,212558,212469,49215,37287,external/champsim_llm/llm_results/iter_011/attempt_01/metrics/results.csv,iter_011/attempt_01,iter_011,11,attempt_01,gcc_spec_control,SPEC17,0.231634,attempt_01,
iter_012,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_012/attempt_01/logs/fotonik3d_prefetch_friendly.log,2.648,20000002,7553085,1128555,152361,976194,231918,,,1128555,1781679,542283,822034,1120496,841003,279493,99291,277591,275037,108776,4089,external/champsim_llm/llm_results/iter_012/attempt_01/metrics/results.csv,iter_012/attempt_01,iter_012,12,attempt_01,fotonik3d_prefetch_friendly,SPEC17,0.395496,attempt_01,
iter_012,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_012/attempt_01/logs/gcc_spec_control.log,2.327,20000005,8592988,872344,306849,565495,180437,,,872344,969120,496891,498885,704629,435869,268760,77179,212558,212469,49215,37287,external/champsim_llm/llm_results/iter_012/attempt_01/metrics/results.csv,iter_012/attempt_01,iter_012,12,attempt_01,gcc_spec_control,SPEC17,0.231634,attempt_01,
iter_013,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_013/attempt_01/logs/fotonik3d_prefetch_friendly.log,2.67,20000001,7490678,1098720,155268,943452,231441,,,1098720,1746473,527579,798809,1117322,841077,276245,100081,271969,269803,107816,186,external/champsim_llm/llm_results/iter_013/attempt_01/metrics/results.csv,iter_013/attempt_01,iter_013,13,attempt_01,fotonik3d_prefetch_friendly,SPEC17,0.39961,attempt_01,
iter_013,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_013/attempt_01/logs/gcc_spec_control.log,2.327,20000005,8592988,872344,306849,565495,180437,,,872344,969120,496891,498885,704629,435869,268760,77179,212558,212469,49215,37287,external/champsim_llm/llm_results/iter_013/attempt_01/metrics/results.csv,iter_013/attempt_01,iter_013,13,attempt_01,gcc_spec_control,SPEC17,0.231634,attempt_01,
iter_014,fotonik3d_prefetch_friendly,traces/SPEC17/649.fotonik3d_s-1176B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_014/attempt_01/logs/fotonik3d_prefetch_friendly.log,2.625,20000004,7620199,1096383,155221,941162,224934,,,1096383,1624799,515351,785924,1111133,836170,274963,98764,259741,258571,100037,163,external/champsim_llm/llm_results/iter_014/attempt_01/metrics/results.csv,iter_014/attempt_01,iter_014,14,attempt_01,fotonik3d_prefetch_friendly,SPEC17,0.386884,attempt_01,
iter_014,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_014/attempt_01/logs/gcc_spec_control.log,2.327,20000005,8592988,872344,306849,565495,180437,,,872344,969120,496891,498885,704629,435869,268760,77179,212558,212469,49215,37287,external/champsim_llm/llm_results/iter_014/attempt_01/metrics/results.csv,iter_014/attempt_01,iter_014,14,attempt_01,gcc_spec_control,SPEC17,0.231634,attempt_01,
iter_015,omnetpp_irregular_spec,traces/SPEC17/620.omnetpp_s-874B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_015/attempt_01/logs/omnetpp_irregular_spec.log,0.5308,20000003,37675821,911272,655188,256084,1899,,,911272,6354,4065,907936,800104,520937,279167,5542,694,694,446,99,external/champsim_llm/llm_results/iter_015/attempt_01/metrics/results.csv,iter_015/attempt_01,iter_015,15,attempt_01,omnetpp_irregular_spec,SPEC17,0.642651,attempt_01,
iter_015,gcc_spec_control,traces/SPEC17/602.gcc_s-734B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_015/attempt_01/logs/gcc_spec_control.log,2.327,20000005,8592988,872344,306849,565495,180437,,,872344,969120,496891,498885,704629,435869,268760,77179,212558,212469,49215,37287,external/champsim_llm/llm_results/iter_015/attempt_01/metrics/results.csv,iter_015/attempt_01,iter_015,15,attempt_01,gcc_spec_control,SPEC17,0.231634,attempt_01,
iter_016,omnetpp_irregular_spec,traces/SPEC17/620.omnetpp_s-874B.champsimtrace.xz,20000000,20000000,,external/champsim_llm/llm_results/iter_016/attempt_01/logs/omnetpp_irregular_spec.log,0.5308,20000003,37675821,911272,655188,256084,1899,,,911272,6354,4065,907936,800104,520937,279167,5542,694,694,446,99,external/champsim_llm/llm_results/iter_016/attempt_01/metrics/results.csv,iter_016/attempt_01,iter_016,16,attempt_01,omnetpp_irregular_spec,SPEC17,0.642651,attempt_01,
